customer_id,full_name,gender,city,occupation,province,date_of_birth,monthly_income_pkr,onboard_date,credit_score
C110267,Shahid Shaikh,Female,Karachi,Salaried - Government,Sindh,2007-08-02,34100.0,2023-08-26,537.0
C103251,Maryam Iqbal,Male,LHR,Salaried - Private,Punjab,1992-08-31,77500.0,04/07/2025,647.0
C106289,Imran Malik,Female, Karachi ,Self Employed,Sindh,1969-12-28,169800.0,2022-08-01,468.0
C101462,Imran Hussain,M,Lahore,Self Employed,Punjab,1998-05-21,67400.0,2023-08-11,574.0
C108391,Farah Raza,F,Lahore,Salaried - Private,Punjab,1992-04-05,43100.0,31/05/2022,669.0
C107342,Bilal Iqbal,M,Karachi,Salaried - Private,Sindh,2007-06-29,57000.0,2023-01-01,575.0
C104336,Hina Baloch,M,Lahore,Salaried - Government,Punjab,1990-03-12,76000.0,2022-02-15,696.0
C103507,Sana Qureshi,Female,Rawalpindi,Self Employed,Punjab,2007-12-25,88900.0,2023-12-27,894.0
C104785,Hina Ansari,M,Sialkot,Freelancer,Punjab,1983-07-09,125900.0,2023-08-29,590.0
C106497,Kamran Gul,M,Dera Ismail Khan,Salaried - Government,Khyber Pakhtunkhwa,1989-07-14,126200.0,31/01/2024,644.0
C107220,Adnan Ansari,F,LHR,Salaried - Government,Punjab,1987-08-24,23600.0,2023-02-21,813.0
C100099,Nida Chaudhry,Female,Dera Ismail Khan,Student,Khyber Pakhtunkhwa,1995-06-19,22200.0,2023-12-27,592.0
C103117,Noman Raza,M,Lahore,Self Employed,Punjab,1973-12-16,93900.0,2022-04-04,681.0
C109076,Maryam Ansari,M,Karachi,Freelancer,Sindh,2007-08-29,164000.0,08/06/2024,795.0
C105376,Sadia Raza,M,Karachi,Self Employed,Sindh,1991-06-25,68400.0,2022-12-24,642.0
C110733,Sana Malik,M,D.I. Khan,Self Employed,Khyber Pakhtunkhwa,1984-08-22,96000.0,2024-10-07,646.0
C109850,Kamran Khan,M,PESHAWAR,Self Employed,Khyber Pakhtunkhwa,1980-05-22,95900.0,11/05/2025,574.0
C107264,Nida Khan,M,Multan,Salaried - Private,Punjab,2005-03-01,111100.0,08/03/2024,684.0
C104121,Farah Butt,Male,Sialkot,Self Employed,Punjab,1984-08-21,103500.0,10/03/2022,569.0
C105485,Fahad Malik,F,Lahore,Salaried - Government,Punjab,1968-03-01,41500.0,2024-05-20,595.0
C103321,Maryam Gul,F,Hyderabad,Salaried - Government,Sindh,1990-02-26,30300.0,2025-05-10,718.0
C107905,Noman Khan,M,ISB,Self Employed,Islamabad,1971-10-14,176900.0,2022-07-31,703.0
C101348,Ahmed Butt,F,Multan,Self Employed,Punjab,1991-11-26,126500.0,2023-07-10,626.0
C110807,Komal Raza,M,Rawalpindi,Salaried - Private,Punjab,1967-12-24,72800.0,2025-04-23,668.0
C108908,Hina Qureshi,F, Karachi ,Salaried - Private,Sindh,1979-07-14,79200.0,2025-03-13,624.0
C110090,Sana Raza,M,LHR,Business Owner,Punjab,1984-01-09,224500.0,2025-10-21,488.0
C110667,Tariq Raza,M,Hyderabad,Salaried - Private,Sindh,1996-07-08,109100.0,17/10/2025,565.0
C103104,Tariq Khan,F,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,1993-10-13,,11/09/2023,656.0
C102321,Nida Malik,M,lahore,Self Employed,Punjab,1982-08-25,72000.0,2025-10-24,751.0
C105989,Zara Khan,F,Multan,Salaried - Government,Punjab,1981-03-27,47000.0,2025-03-23,623.0
C105130,Tariq Chaudhry,M,Islamabad,Business Owner,Islamabad,1990-02-21,147400.0,2025-10-15,632.0
C108326,Komal Iqbal,Female,Peshawar,Retired,Khyber Pakhtunkhwa,1977-03-04,24300.0,2024-11-10,842.0
C101526,Ahmed Hussain,M,lahore,Salaried - Private,Punjab,2002-06-23,54400.0,2022-04-25,715.0
C110344,Fahad Malik,M,Karachi,Salaried - Private,Sindh,2000-12-14,96200.0,2024-09-06,
C106899,Shahid Ansari,M,lahore,Salaried - Private,Punjab,1977-06-10,58200.0,2022-01-07,642.0
C107750,Kamran Durrani,F,Karachi,Salaried - Private,Sindh,2000-09-29,26700.0,21/01/2025,625.0
C107564,Sadia Chaudhry,F,karachi,Retired,Sindh,1988-02-02,28500.0,20/05/2023,603.0
C105907,Zara Baloch,Female,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,2001-11-01,77500.0,2022-03-18,602.0
C105031,Nida Ansari,M,Karachi,Business Owner,Sindh,1968-10-25,162600.0,2022-09-05,603.0
C103726,Fahad Qureshi,M,KARACHI,Self Employed,Sindh,1992-11-07,79300.0,14/12/2024,
C109032,Rabia Shaikh,Male,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,2002-08-19,118400.0,07/05/2024,672.0
C111360,Maryam Baloch,M,PESHAWAR,Salaried - Private,Khyber Pakhtunkhwa,1991-10-07,108500.0,30/06/2022,673.0
C109314,Fahad Baloch,F,Dera Ismail Khan,Student,Khyber Pakhtunkhwa,1972-04-27,39900.0,2023-11-21,665.0
C110444,Tariq Malik,Male,Lahore,Salaried - Private,Punjab,2007-08-10,63800.0,10/10/2022,634.0
C105197,Imran Hussain,Male,islamabad,Salaried - Government,Islamabad,1992-04-09,35600.0,2024-02-13,741.0
C109682,Zara Butt,Male,Rawalpindi,Salaried - Private,Punjab,1956-03-09,207600.0,2022-02-10,704.0
C107903,Maryam Malik,F,Lahore,Self Employed,Punjab,1991-10-02,112800.0,2022-08-10,638.0
C111486,Shahid Gul,F,Hyderabad,Self Employed,Sindh,1974-04-29,136400.0,2024-06-30,624.0
C109649,Imran Khan,M,LHR,Salaried - Private,Punjab,1973-05-19,90300.0,24/12/2022,728.0
C102397,Imran Chaudhry,F,karachi,Salaried - Private,Sindh,1959-09-17,58400.0,16/10/2023,636.0
C101492,Shahid Shaikh,M,Lahore,Business Owner,Punjab,1969-04-03,184300.0,2023-10-31,678.0
C104188,Ayesha Baloch,M,islamabad,Salaried - Government,Islamabad,1966-04-22,170800.0,2025-06-02,643.0
C101231,Zara Durrani,M,Lahore,Student,Punjab,1969-02-10,41200.0,25/09/2022,645.0
C105216,Imran Durrani,M,Sialkot,Retired,Punjab,1994-08-08,97700.0,2022-08-17,762.0
C102424,Shahid Gul,Male,Peshawar,Salaried - Private,Khyber Pakhtunkhwa,1998-03-16,92500.0,11/09/2025,634.0
C111276,Ahmed Shaikh,M,Dera Ismail Khan,Self Employed,Khyber Pakhtunkhwa,2003-10-09,117000.0,2022-10-31,642.0
C101747,Farah Gul,F,Faisalabad,Salaried - Private,Punjab,1995-02-28,95400.0,17/04/2023,670.0
C107372,Maryam Hussain,Male,Rawalpindi,Salaried - Government,Punjab,1982-09-05,64100.0,2023-01-16,613.0
C103924,Bilal Abbasi,M,KARACHI,Salaried - Government,Sindh,1966-02-16,183000.0,2023-06-09,513.0
C109332,Sadia Iqbal,M,Lahore,Self Employed,Punjab,2007-09-10,127500.0,2024-08-05,618.0
C100845,Zara Baloch,M,Peshawar,Salaried - Private,Khyber Pakhtunkhwa,1978-02-06,189500.0,06/01/2024,682.0
C106444,Farah Gul,Female,Lahore,Student,Punjab,1997-05-04,60000.0,14/12/2023,600.0
C104508,Ayesha Qureshi,Male,KARACHI,Business Owner,Sindh,1966-05-03,209800.0,2024-11-01,655.0
C106214,Noman Ansari,M,Sialkot,Self Employed,Punjab,1991-06-16,77900.0,2023-05-26,622.0
C105170,Usman Malik,Male,Lahore,Student,Punjab,1983-05-18,29600.0,15/05/2022,557.0
C108312,Hina Iqbal,M, Karachi ,Salaried - Private,Sindh,2003-10-23,91500.0,2022-07-12,741.0
C101013,Ayesha Qureshi,M,Sialkot,Salaried - Private,Punjab,2001-04-25,102300.0,12/09/2024,605.0
C104838,Zara Hussain,M,lahore,Business Owner,Punjab,1978-12-22,393200.0,26/02/2023,729.0
C105172,Noman Butt,M,Karachi,Self Employed,Sindh,1990-09-03,,2022-10-27,525.0
C110428,Ayesha Durrani,Male,Islamabad,Retired,Islamabad,1997-07-07,142600.0,30/12/2022,564.0
C101884,Ahmed Malik,M,Faisalabad,Salaried - Private,Punjab,2001-04-21,66800.0,2025-05-31,489.0
C106674,Adnan Hussain,M,Multan,Business Owner,Punjab,1979-10-13,219500.0,2025-04-28,503.0
C101840,Tariq Abbasi,M,Karachi,Self Employed,Sindh,1982-05-21,252200.0,2024-06-16,715.0
C106249,Shahid Gul,M,Islamabad,Salaried - Private,Islamabad,2003-10-11,59000.0,2023-09-15,606.0
C104297,Kamran Hussain,M,Islamabad,Salaried - Private,Islamabad,1998-08-29,71700.0,2025-09-19,630.0
C104014,Adnan Shaikh,F,KARACHI,Self Employed,Sindh,1989-01-25,234700.0,2022-04-30,681.0
C105868,Sana Baloch,Female,karachi,Salaried - Government,Sindh,1996-03-25,93100.0,2024-05-20,716.0
C108800,Sana Butt,Male,Multan,Business Owner,Punjab,1981-12-13,383500.0,2023-02-19,684.0
C102356,Hina Iqbal,M,Peshawar,Student,Khyber Pakhtunkhwa,1998-12-20,15000.0,2023-05-16,631.0
C104713,Noman Shaikh,M,Faisalabad,Salaried - Government,Punjab,1980-08-29,128500.0,2024-04-17,737.0
C110161,Imran Iqbal,M,Peshawar,Freelancer,Khyber Pakhtunkhwa,1996-11-09,,2025-10-16,672.0
C109447,Sadia Baloch,Female,Faisalabad,Student,Punjab,1995-04-20,,2022-06-07,606.0
C110567,Noman Ansari,M,Karachi,Self Employed,Sindh,1988-05-29,104400.0,2024-04-25,676.0
C108230,Hina Butt,Male,Quetta,Salaried - Government,Balochistan,1982-10-05,31000.0,2024-10-24,755.0
C111522,Hina Abbasi,Female,Karachi,Business Owner,Sindh,1984-01-06,228900.0,2023-06-11,575.0
C101873,Hina Gul,F,Karachi,Student,Sindh,1984-10-08,22700.0,2024-08-22,756.0
C109355,Maryam Gul,M,Quetta,Salaried - Private,Balochistan,1991-11-14,45600.0,2022-09-27,819.0
C103140,Ayesha Durrani,F,Multan,Student,Punjab,1993-05-19,27600.0,2024-09-20,632.0
C100892,Komal Khan,F,Sialkot,Freelancer,Punjab,1984-10-13,83900.0,2022-01-26,688.0
C109448,Noman Hussain,M,Karachi,Business Owner,Sindh,1991-12-11,193000.0,2022-03-08,654.0
C105258,Bilal Baloch,M,Karachi,Salaried - Private,Sindh,1998-01-31,55300.0,2023-12-04,567.0
C101192,Rabia Khan,F,Karachi,Freelancer,Sindh,1996-06-24,122600.0,05/12/2023,691.0
C107232,Usman Durrani,M,LHR,Student,Punjab,1987-12-05,21400.0,01/08/2022,696.0
C100157,Hina Qureshi,Female,KARACHI,Business Owner,Sindh,1988-06-10,135900.0,01/04/2022,616.0
C108286,Maryam Chaudhry,F,Faisalabad,Self Employed,Punjab,1995-03-21,74800.0,2023-05-29,685.0
C107568,Farah Abbasi,M,Rawalpindi,Student,Punjab,1976-09-19,33000.0,2024-11-03,550.0
C102748,Zara Iqbal,F,Rawalpindi,Self Employed,Punjab,1987-11-17,244500.0,2024-06-10,692.0
C110948,Farah Iqbal,M,Faisalabad,Salaried - Private,Punjab,1998-05-11,49100.0,2022-10-11,768.0
C103852,Kamran Durrani,Female,Faisalabad,Retired,Punjab,2007-04-24,32300.0,02/08/2023,722.0
C106573,Sadia Baloch,M,Karachi,Student,Sindh,1991-12-16,15000.0,2024-09-27,619.0
C100584,Imran Malik,M,Rawalpindi,Salaried - Private,Punjab,2003-01-10,65600.0,13/07/2025,734.0
C109354,Rabia Butt,M,Hyderabad,Self Employed,Sindh,1995-03-13,82200.0,2023-03-04,556.0
C111904,Tariq Abbasi,M,Karachi,Salaried - Government,Sindh,1997-12-18,65700.0,2025-05-17,599.0
C104917,Zara Chaudhry,M,Islamabad,Salaried - Government,Islamabad,1974-07-31,99900.0,2025-09-04,608.0
C104459,Ahmed Chaudhry,M,Peshawar,Business Owner,Khyber Pakhtunkhwa,2004-07-12,519600.0,2023-11-12,774.0
C107826,Hina Durrani,F,Faisalabad,Student,Punjab,2001-01-08,33900.0,15/02/2023,617.0
C102509,Kamran Qureshi,M,Faisalabad,Salaried - Government,Punjab,1999-10-16,,2023-09-10,
C107403,Ahmed Baloch,M,Lahore,Self Employed,Punjab,1981-07-31,78500.0,2022-06-26,610.0
C107258,Tariq Shaikh,F,karachi,Salaried - Private,Sindh,1986-09-04,41500.0,2024-04-20,594.0
C105103,Fahad Butt,F,Faisalabad,Self Employed,Punjab,1985-04-27,146900.0,2025-05-27,855.0
C101980,Sana Abbasi,F,Karachi,Self Employed,Sindh,1968-03-25,113100.0,23/11/2023,504.0
C107109,Maryam Malik,F,Karachi,Salaried - Private,Sindh,1983-12-04,59700.0,03/05/2024,568.0
C104409,Adnan Iqbal,F,lahore,Salaried - Private,Punjab,1991-09-24,,2022-05-29,664.0
C103783,Shahid Abbasi,M,Karachi,Salaried - Government,Sindh,1978-02-24,123000.0,2024-11-15,681.0
C106156,Sana Ansari,Female,Lahore,Salaried - Private,Punjab,2007-10-14,206100.0,2022-09-26,672.0
C108805,Adnan Qureshi,M,Karachi,Business Owner,Sindh,1984-10-18,181700.0,29/04/2024,603.0
C109250,Farah Durrani,M,Lahore,Business Owner,Punjab,1993-10-15,142000.0,2023-05-15,673.0
C104897,Tariq Iqbal,M,Faisalabad,Self Employed,Punjab,1964-07-23,203400.0,13/08/2024,665.0
C109152,Ayesha Chaudhry,Male,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,1984-03-19,116700.0,2022-09-02,606.0
C104630,Fahad Ansari,M,Islamabad,Business Owner,Islamabad,1992-01-21,239400.0,2022-06-09,698.0
C104904,Adnan Khan,F,Karachi,Salaried - Private,Sindh,1993-08-25,200300.0,2022-10-25,638.0
C105900,Maryam Durrani,M,Sialkot,Student,Punjab,1986-06-28,,2025-06-21,826.0
C102781,Bilal Gul,Female,PESHAWAR,Salaried - Government,Khyber Pakhtunkhwa,1989-07-16,116900.0,2024-11-20,544.0
C105602,Zara Qureshi,M,Faisalabad,Business Owner,Punjab,1985-09-01,150500.0,2025-03-28,739.0
C104444,Ayesha Butt,Male,Lahore,Business Owner,Punjab,1977-07-29,296500.0,2023-11-09,736.0
C109950,Fahad Hussain,F,Rawalpindi,Student,Punjab,1991-10-07,27900.0,2025-07-31,645.0
C107762,Nida Malik,Male,Islamabad,Salaried - Government,Islamabad,2000-12-07,138100.0,2024-06-26,579.0
C106251,Noman Ansari,M,lahore,Self Employed,Punjab,1963-01-19,98500.0,2022-10-07,716.0
C108885,Shahid Baloch,Male,Karachi ,Self Employed,Sindh,1991-01-17,125200.0,01/10/2024,519.0
C105894,Maryam Khan,M,islamabad,Self Employed,Islamabad,1981-12-11,102100.0,2022-10-02,610.0
C109993,Sadia Iqbal,M,DI Khan,Student,Khyber Pakhtunkhwa,1985-05-13,23500.0,2025-01-02,676.0
C109101,Usman Khan,M,Rawalpindi,Salaried - Private,Punjab,1977-04-21,69700.0,2025-01-14,653.0
C100136,Sadia Shaikh,M,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,1981-04-05,218300.0,2025-06-14,588.0
C110611,Adnan Iqbal,M,Karachi,Business Owner,Sindh,1978-03-10,363500.0,2023-11-16,685.0
C100402,Hina Khan,M,Multan,Salaried - Government,Punjab,1995-02-01,70600.0,01/05/2024,733.0
C111782,Rabia Malik,F,Lahore,Retired,Punjab,2000-10-17,95900.0,14/08/2023,742.0
C108619,Ayesha Abbasi,M,Karachi,Self Employed,Sindh,1980-10-18,213500.0,2024-08-21,722.0
C106856,Ahmed Gul,F,Hyderabad,Self Employed,Sindh,1982-02-28,134200.0,2025-05-01,666.0
C109477,Fahad Gul,Female,Faisalabad,Salaried - Private,Punjab,1987-04-21,199500.0,2024-06-13,668.0
C102034,Kamran Gul,M,Lahore,Self Employed,Punjab,1997-09-10,98200.0,07/09/2022,678.0
C104369,Zara Chaudhry,F,islamabad,Salaried - Private,Islamabad,1978-02-26,100300.0,2024-04-06,719.0
C101704,Tariq Abbasi,F,Quetta,Freelancer,Balochistan,1975-09-27,224200.0,2023-04-21,779.0
C100783,Adnan Shaikh,F,Lahore,Retired,Punjab,1987-08-01,27300.0,16/06/2023,634.0
C111865,Tariq Gul,F,Peshawar,Self Employed,Khyber Pakhtunkhwa,1978-08-12,,2025-09-07,608.0
C110014,Hina Chaudhry,F,LHR,Salaried - Private,Punjab,2003-03-12,130800.0,17/04/2025,665.0
C101541,Imran Baloch,F,Karachi,Salaried - Private,Sindh,1985-02-22,94700.0,21/01/2023,615.0
C111074,Nida Abbasi,F,Karachi,Salaried - Private,Sindh,1984-09-22,131000.0,2023-07-01,654.0
C100122,Ahmed Malik,M,Rawalpindi,Freelancer,Punjab,1980-02-26,206900.0,09/11/2024,604.0
C104050,Komal Hussain,M,Lahore ,Retired,Punjab,1991-03-30,43000.0,2025-08-13,722.0
C107897,Usman Malik,M,Hyderabad,Self Employed,Sindh,1995-06-16,64000.0,2023-05-19,553.0
C106810,Zara Hussain,Female,Hyderabad,Salaried - Private,Sindh,1987-05-24,58300.0,2022-06-14,673.0
C105887,Farah Qureshi,Female,Quetta,Salaried - Private,Balochistan,1982-05-17,80600.0,2023-09-13,625.0
C105749,Adnan Malik,M, Karachi ,Self Employed,Sindh,1972-11-03,107700.0,01/07/2025,594.0
C110407,Ahmed Gul,Female,Lahore,Freelancer,Punjab,1977-10-16,379000.0,2023-12-08,754.0
C110547,Sana Ansari,M,Karachi,Student,Sindh,1983-07-31,,2022-12-01,621.0
C109729,Zara Iqbal,M,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,1974-10-03,115000.0,2024-11-29,709.0
C103767,Noman Qureshi,Male,Islamabad,Freelancer,Islamabad,1998-09-10,144500.0,29/03/2022,718.0
C106470,Sana Baloch,F,Hyderabad,Retired,Sindh,1998-11-26,39800.0,2022-01-01,658.0
C102540,Adnan Butt,M,Karachi,Salaried - Private,Sindh,1992-01-26,116100.0,22/06/2023,461.0
C111969,Sadia Qureshi,M,Islamabad,Salaried - Private,Islamabad,1983-03-31,159600.0,2024-08-01,571.0
C110039,Kamran Ansari,M,Quetta,Salaried - Government,Balochistan,1988-05-25,72400.0,2022-05-17,613.0
C104855,Usman Ansari,F,karachi,Salaried - Private,Sindh,1983-03-12,105300.0,2025-01-07,564.0
C105798,Hina Qureshi,M,Karachi,Freelancer,Sindh,2006-10-10,123600.0,2025-01-05,611.0
C101757,Maryam Qureshi,M,lahore,Business Owner,Punjab,2001-10-24,179400.0,2024-11-10,694.0
C103503,Fahad Chaudhry,M,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,1997-09-25,83800.0,2024-09-08,
C107522,Imran Malik,Male,Faisalabad,Salaried - Private,Punjab,1979-02-08,73200.0,2025-02-26,545.0
C110540,Imran Abbasi,F,lahore,Freelancer,Punjab,2007-01-11,99600.0,2023-09-25,653.0
C104825,Ayesha Abbasi,M,lahore,Retired,Punjab,1995-02-02,60000.0,22/10/2023,656.0
C101075,Sana Hussain,F,Rawalpindi,Self Employed,Punjab,1966-12-23,119800.0,2022-08-23,639.0
C110071,Fahad Raza,Male,Faisalabad,Business Owner,Punjab,1991-03-06,365300.0,2023-04-06,774.0
C107206,Hina Durrani,F,Faisalabad,Salaried - Government,Punjab,1995-12-08,39500.0,27/10/2022,592.0
C110394,Sadia Qureshi,M, Karachi ,Salaried - Private,Sindh,1984-03-17,78400.0,2024-12-18,
C109656,Imran Khan,M, Karachi ,Salaried - Government,Sindh,1991-05-30,37300.0,27/04/2023,495.0
C101608,Adnan Hussain,Female,Peshawar,Salaried - Government,Khyber Pakhtunkhwa,1996-08-07,89800.0,17/04/2023,536.0
C109600,Sana Gul,M,Peshawar,Self Employed,Khyber Pakhtunkhwa,1989-08-24,192700.0,2023-12-29,685.0
C110804,Noman Chaudhry,Female,Hyderabad,Salaried - Government,Sindh,1983-08-06,32500.0,2023-05-09,609.0
C101218,Sadia Raza,M, Karachi ,Salaried - Private,Sindh,2007-09-26,34100.0,2025-08-31,589.0
C105145,Ahmed Baloch,F,Karachi,Student,Sindh,1989-06-11,35400.0,2023-10-23,624.0
C105137,Kamran Ansari,Male,Islamabad,Salaried - Private,Islamabad,1991-01-26,104700.0,2024-10-04,458.0
C110509,Noman Shaikh,M,Rawalpindi,Salaried - Government,Punjab,1975-03-16,,2022-12-23,656.0
C105323,Farah Abbasi,M,Karachi,Salaried - Government,Sindh,1992-06-09,32200.0,2022-07-28,544.0
C104468,Fahad Baloch,M,Rawalpindi,Business Owner,Punjab,1991-11-02,184000.0,2024-09-29,
C102807,Komal Baloch,M,Lahore,Self Employed,Punjab,1980-03-26,120500.0,2024-12-27,710.0
C110702,Adnan Durrani,F,Quetta,Salaried - Private,Balochistan,1983-10-13,66900.0,2022-09-17,592.0
C102446,Adnan Hussain,M,LHR,Freelancer,Punjab,1988-11-08,102700.0,2023-02-05,721.0
C102795,Tariq Raza,M,Hyderabad,Salaried - Government,Sindh,1977-02-12,58000.0,2023-06-28,554.0
C101315,Kamran Iqbal,M,ISB,Self Employed,Islamabad,1981-04-20,112500.0,2024-07-22,634.0
C105287,Imran Shaikh,M,Karachi,Salaried - Private,Sindh,1973-03-21,115400.0,13/11/2022,628.0
C108115,Farah Hussain,F,KARACHI,Freelancer,Sindh,1993-11-10,86400.0,2024-07-11,646.0
C109734,Sana Abbasi,M,Karachi ,Salaried - Private,Sindh,1987-01-25,73900.0,2025-08-13,
C106719,Ahmed Qureshi,M,Peshawar,Salaried - Private,Khyber Pakhtunkhwa,2004-08-15,90100.0,2022-09-05,600.0
C107405,Tariq Abbasi,Male,Karachi,Self Employed,Sindh,1990-02-20,109600.0,30/06/2025,539.0
C106165,Zara Malik,Female,Lahore,Retired,Punjab,1980-11-03,85900.0,2025-11-11,594.0
C110995,Kamran Raza,F,Peshawar,Self Employed,Khyber Pakhtunkhwa,1995-10-26,66400.0,2024-04-10,620.0
C101267,Bilal Chaudhry,Male,Dera Ismail Khan,Self Employed,Khyber Pakhtunkhwa,1986-06-19,117000.0,2022-05-10,551.0
C101263,Adnan Ansari,Male,PESHAWAR,Salaried - Private,Khyber Pakhtunkhwa,1975-04-20,193400.0,2025-01-28,513.0
C106596,Shahid Butt,M, Karachi ,Self Employed,Sindh,1990-12-30,87700.0,2023-01-10,616.0
C110415,Kamran Abbasi,M,Karachi,Self Employed,Sindh,1971-06-01,,2023-08-19,582.0
C107780,Maryam Ansari,M,Islamabad,Self Employed,Islamabad,1991-11-16,186000.0,2024-03-31,538.0
C109024,Tariq Qureshi,M,Faisalabad,Salaried - Private,Punjab,1990-02-16,80200.0,30/07/2022,728.0
C111897,Zara Baloch,M,peshawar,Salaried - Government,Khyber Pakhtunkhwa,1986-12-23,105500.0,2024-10-07,647.0
C107119,Maryam Butt,F,Lahore,Salaried - Private,Punjab,1987-12-24,44800.0,2022-06-12,558.0
C110549,Bilal Shaikh,M,Hyderabad,Salaried - Private,Sindh,1988-03-05,84200.0,2022-09-02,620.0
C100884,Ayesha Raza,F, Karachi ,Salaried - Private,Sindh,1982-11-30,207700.0,2022-10-07,575.0
C106571,Kamran Shaikh,F,Lahore,Salaried - Private,Punjab,1980-04-11,91000.0,2023-07-05,605.0
C100533,Farah Abbasi,M, Karachi ,Salaried - Government,Sindh,1981-05-12,120600.0,2025-04-14,626.0
C101770,Imran Durrani,F,Rawalpindi,Self Employed,Punjab,1964-07-18,144800.0,30/03/2022,502.0
C105966,Farah Abbasi,Male,Lahore,Salaried - Private,Punjab,1980-05-04,87800.0,2024-04-01,839.0
C101736,Imran Chaudhry,M,Hyderabad,Freelancer,Sindh,2004-04-25,40600.0,10/08/2022,707.0
C103599,Ayesha Chaudhry,M,peshawar,Salaried - Private,Khyber Pakhtunkhwa,1969-08-02,95000.0,11/12/2022,579.0
C110291,Maryam Hussain,M,lahore,Salaried - Government,Punjab,1992-05-16,85800.0,2025-03-24,718.0
C103963,Kamran Iqbal,F,Hyderabad,Self Employed,Sindh,1980-05-06,183300.0,2024-02-24,644.0
C102709,Usman Khan,M,PESHAWAR,Student,Khyber Pakhtunkhwa,1999-12-10,,31/12/2022,727.0
C106729,Fahad Malik,M,Sialkot,Salaried - Private,Punjab,1995-07-18,54200.0,2023-11-15,671.0
C104088,Noman Hussain,M,Rawalpindi,Salaried - Private,Punjab,1971-03-11,206000.0,04/02/2025,661.0
C110399,Fahad Iqbal,Female,Sialkot,Self Employed,Punjab,1984-07-02,123400.0,03/04/2023,552.0
C107758,Ayesha Ansari,M,Lahore,Salaried - Private,Punjab,1986-03-25,72700.0,16/08/2024,608.0
C111012,Imran Abbasi,M,KARACHI,Salaried - Private,Sindh,2006-07-05,117300.0,2025-05-27,600.0
C101580,Kamran Baloch,F,KARACHI,Self Employed,Sindh,1986-10-05,50800.0,24/03/2024,717.0
C110447,Sadia Qureshi,F,Lahore,Salaried - Private,Punjab,1989-03-25,82700.0,08/05/2024,633.0
C111102,Ahmed Baloch,F,Lahore,Salaried - Private,Punjab,1974-08-31,106200.0,01/07/2024,716.0
C107821,Sana Gul,F,Lahore,Salaried - Private,Punjab,1997-06-20,83800.0,2025-11-15,713.0
C102165,Shahid Raza,F,Faisalabad,Salaried - Private,Punjab,2000-07-28,114700.0,2023-09-17,794.0
C104478,Usman Baloch,F,Dera Ismail Khan,Student,Khyber Pakhtunkhwa,1984-09-12,34000.0,30/11/2025,694.0
C102010,Ahmed Malik,F,Multan,Student,Punjab,1961-03-06,17800.0,2025-01-05,600.0
C104687,Tariq Baloch,F,Rawalpindi,Business Owner,Punjab,1993-12-28,158300.0,2023-10-29,683.0
C110333,Shahid Gul,Female,Islamabad,Student,Islamabad,1973-11-06,,26/03/2022,599.0
C109312,Shahid Qureshi,Male,Faisalabad,Retired,Punjab,1979-08-06,92500.0,2024-12-01,507.0
C103066,Tariq Raza,M,Quetta,Self Employed,Balochistan,1978-02-12,60900.0,03/02/2025,674.0
C111308,Sadia Malik,F,Islamabad,Salaried - Private,Islamabad,2003-02-06,97600.0,2024-09-05,
C103153,Tariq Baloch,F,Hyderabad,Salaried - Private,Sindh,1976-09-23,118600.0,2022-09-16,599.0
C101902,Hina Malik,Male,Faisalabad,Freelancer,Punjab,2001-09-23,73300.0,2025-01-21,683.0
C105245,Komal Hussain,F,Faisalabad,Salaried - Private,Punjab,2007-10-19,97300.0,27/09/2022,624.0
C107087,Farah Raza,F,Rawalpindi,Business Owner,Punjab,1981-04-09,144700.0,2024-04-14,725.0
C110353,Tariq Hussain,M,Dera Ismail Khan,Student,Khyber Pakhtunkhwa,1984-06-22,40300.0,2025-11-02,767.0
C107909,Rabia Chaudhry,M,Lahore ,Salaried - Private,Punjab,2007-11-26,15800.0,2024-11-02,768.0
C105916,Bilal Abbasi,F,Karachi,Retired,Sindh,1953-02-18,196000.0,22/10/2025,639.0
C106468,Maryam Baloch,Male,Islamabad,Salaried - Private,Islamabad,1973-08-28,81200.0,15/04/2025,419.0
C110491,Fahad Abbasi,M,Hyderabad,Salaried - Private,Sindh,1990-12-05,116600.0,2024-07-01,585.0
C105423,Bilal Butt,M,Lahore ,Salaried - Private,Punjab,1970-06-14,120500.0,2023-03-19,625.0
C106136,Zara Ansari,Female,Karachi,Freelancer,Sindh,1975-01-29,233100.0,07/11/2024,570.0
C103344,Rabia Ansari,Male,Dera Ismail Khan,Salaried - Private,Khyber Pakhtunkhwa,1995-11-29,56600.0,2023-01-29,
C106192,Usman Raza,F,Sialkot,Salaried - Private,Punjab,2007-04-15,81900.0,2023-02-28,707.0
C103254,Sadia Abbasi,Male,Faisalabad,Business Owner,Punjab,1980-04-14,,2024-03-15,708.0
C110294,Noman Iqbal,M,Sialkot,Self Employed,Punjab,1975-01-08,194300.0,2025-01-21,
