account_id,customer_id,account_type,branch_id,open_date,current_balance_pkr,status,balance_flagged_negative
A500714,C100450,Savings,BR1011,2025-10-14,150803.97,DORMANT,False
A500715,C100451,Current,BR1016,2023-06-26,824707.35,ACTIVE,False
A500716,C100451,Savings,BR1020,2023-04-08,134540.48,ACTIVE,False
A500717,C100452,Current,BR1018,2025-11-26,393309.91,ACTIVE,False
A500718,C100453,Savings,BR1018,2024-08-04,108198.02,ACTIVE,False
A500719,C100454,Term Deposit,BR1029,2023-03-29,493003.32,ACTIVE,False
A500720,C100454,Savings,BR1032,2023-11-02,120289.15,ACTIVE,False
A500721,C100455,Savings,BR1008,2025-09-16,41563.63,ACTIVE,False
A500722,C100456,Savings,BR1027,2023-11-01,276199.41,ACTIVE,False
A500723,C100456,Current,BR1018,2024-10-07,444496.34,DORMANT,False
A500724,C100456,Savings,BR1018,2024-03-08,1216577.03,ACTIVE,False
A500725,C100457,Savings,BR1020,2025-10-25,67752.37,ACTIVE,False
A500726,C100458,Savings,BR1012,2024-02-19,265981.54,ACTIVE,False
A500727,C100458,Current,BR1018,2023-12-22,190758.59,DORMANT,False
A500728,C100459,Savings,BR1024,2024-01-30,166829.18,ACTIVE,False
A500729,C100460,Savings,BR1008,2023-01-21,34496.88,ACTIVE,False
A500730,C100460,Savings,BR1036,2022-06-07,93842.13,ACTIVE,False
A500731,C100461,Savings,BR1027,2023-01-03,281949.32,ACTIVE,False
A500732,C100462,Current,BR1009,2025-02-17,146298.69,ACTIVE,False
A500733,C100462,Savings,BR1029,2024-07-02,123224.8,ACTIVE,False
A500734,C100462,Savings,BR1018,2025-05-07,404518.15,ACTIVE,False
A500735,C100463,Current,BR1014,2023-12-28,346239.81,ACTIVE,False
A500736,C100463,Savings,BR1012,2023-05-04,84414.4,ACTIVE,False
A500737,C100463,Savings,BR1022,2023-08-11,1003515.15,ACTIVE,False
A500738,C100464,Current,BR1006,2022-09-29,239881.81,ACTIVE,False
A500739,C100464,Current,BR1017,2023-01-05,312111.74,ACTIVE,False
A500740,C100465,Savings,BR1027,2023-09-03,240072.15,ACTIVE,False
A500741,C100465,Savings,BR1029,2023-08-01,,ACTIVE,True
A500742,C100465,Term Deposit,BR1010,2023-11-26,4345284.15,ACTIVE,False
A500743,C100466,Current,BR1022,2024-10-29,331237.37,ACTIVE,False
A500744,C100467,Term Deposit,BR1003,2023-11-14,3602225.8,ACTIVE,False
A500745,C100467,Savings,BR1005,2023-06-20,387350.44,ACTIVE,False
A500746,C100468,Current,BR1016,2025-12-03,142005.26,DORMANT,False
A500747,C100468,Term Deposit,BR1017,2025-01-15,1237146.08,ACTIVE,False
A500748,C100469,Savings,BR1036,2025-11-16,146503.23,ACTIVE,False
A500749,C100469,Savings,BR1008,2026-07-18,145784.75,CLOSED,False
A500750,C100470,Current,BR1020,2023-04-12,402328.58,ACTIVE,False
A500751,C100470,Savings,BR1003,2023-06-09,96206.46,ACTIVE,False
A500752,C100471,Current,BR1035,2022-09-12,389727.43,ACTIVE,False
A500753,C100471,Savings,BR1029,2023-05-05,22617.3,ACTIVE,False
A500754,C100472,Current,BR1027,2023-03-09,107111.25,ACTIVE,False
A500755,C100473,Savings,BR1029,2022-10-06,151211.1,CLOSED,False
A500756,C100474,Savings,BR1009,2025-07-11,301361.42,ACTIVE,False
A500757,C100474,Savings,BR1028,2025-06-04,230189.14,DORMANT,False
A500758,C100475,Current,BR1008,2025-11-26,78797.71,ACTIVE,False
A500759,C100475,Current,BR1031,2025-01-14,766178.81,ACTIVE,False
A500760,C100475,Savings,BR1025,2025-11-10,663573.52,ACTIVE,False
A500761,C100476,Term Deposit,BR1003,2025-08-25,431370.13,ACTIVE,False
A500762,C100476,Current,BR1022,2025-08-20,211267.92,ACTIVE,False
A500763,C100477,Savings,BR1009,2026-08-19,86994.51,ACTIVE,False
A500764,C100477,Current,BR1031,2026-08-16,199260.5,DORMANT,False
A500765,C100477,Term Deposit,BR1015,2026-02-27,1096445.53,ACTIVE,False
A500766,C100478,Term Deposit,BR1030,2026-01-14,409556.18,ACTIVE,False
A500767,C100478,Savings,BR1022,2025-04-01,208356.26,ACTIVE,False
A500768,C100479,Current,BR1015,2025-11-08,798450.07,ACTIVE,False
A500769,C100479,Savings,BR1002,2026-02-11,54597.54,ACTIVE,False
A500770,C100480,Current,BR1017,2023-09-02,256929.49,DORMANT,False
A500771,C100481,Savings,BR1009,2025-10-31,388223.76,ACTIVE,False
A500772,C100481,Current,BR1026,2025-06-10,652765.6,DORMANT,False
A500773,C100482,Savings,BR1003,2024-12-28,274562.75,ACTIVE,False
A500774,C100482,Savings,BR1010,2025-04-06,373912.68,ACTIVE,False
A500775,C100482,Savings,BR1015,2025-08-02,42011.97,ACTIVE,False
A500776,C100483,Savings,BR1031,2023-01-19,234649.65,ACTIVE,False
A500777,C100483,Savings,BR1035,2022-08-20,557640.12,ACTIVE,False
A500778,C100484,Savings,BR1007,2022-10-10,536990.32,ACTIVE,False
A500779,C100484,Savings,BR1020,2022-10-15,326598.74,ACTIVE,False
A500780,C100485,Current,BR1015,2025-09-10,851504.73,ACTIVE,False
A500781,C100486,Savings,BR1012,2024-08-11,91204.09,ACTIVE,False
A500782,C100487,Savings,BR1036,2023-04-22,1736786.56,DORMANT,False
A500783,C100487,Savings,BR1033,2024-04-14,1115827.14,ACTIVE,False
A500784,C100488,Savings,BR1017,2022-08-07,729004.51,ACTIVE,False
A500785,C100488,Savings,BR1024,2022-12-23,408697.92,ACTIVE,False
A500786,C100489,Savings,BR1020,2023-10-02,224671.88,ACTIVE,False
A500787,C100489,Current,BR1008,2024-02-01,472609.62,ACTIVE,False
A500788,C100489,Savings,BR1006,2024-07-17,1054395.05,ACTIVE,False
A500789,C100490,Current,BR1008,2023-08-26,292950.69,ACTIVE,False
A500790,C100490,Savings,BR1026,2023-06-03,436958.7,ACTIVE,False
A500791,C100491,Current,BR1008,2024-03-28,244915.64,DORMANT,False
A500792,C100491,Savings,BR1003,2023-04-23,207508.93,ACTIVE,False
A500793,C100491,Current,BR1001,2023-04-19,122814.86,ACTIVE,False
A500794,C100492,Savings,BR1023,2025-12-26,97056.41,ACTIVE,False
A500795,C100492,Current,BR1030,2026-01-03,641270.48,ACTIVE,False
A500796,C100493,Current,BR1005,2022-12-27,243775.07,ACTIVE,False
A500797,C100494,Savings,BR1035,2025-06-11,285565.94,ACTIVE,False
A500798,C100494,Current,BR1018,2024-10-26,1491509.97,DORMANT,False
A500799,C100494,Savings,BR1035,2025-05-31,245639.22,ACTIVE,False
A500800,C100495,Current,BR1020,2025-02-02,2443173.59,DORMANT,False
A500801,C100496,Savings,BR1019,2022-03-26,73727.04,DORMANT,False
A500802,C100497,Current,BR1025,2022-03-21,305780.64,ACTIVE,False
A500803,C100497,Current,BR1019,2022-03-17,524111.31,ACTIVE,False
A500804,C100497,Current,BR1020,2022-11-09,553745.09,DORMANT,False
A500805,C100498,Savings,BR1004,2025-04-03,1908181.88,ACTIVE,False
A500806,C100499,Savings,BR1009,2024-08-20,83665.45,ACTIVE,False
A500807,C100500,Savings,BR1012,2023-09-21,179522.7,ACTIVE,False
A500808,C100501,Savings,BR1006,2024-01-30,107753.55,ACTIVE,False
A500809,C100502,Savings,BR1032,2023-09-28,233010.83,ACTIVE,False
A500810,C100503,Savings,BR1003,2026-04-30,691258.5,ACTIVE,False
A500811,C100503,Savings,BR1023,2026-06-21,250535.59,ACTIVE,False
A500812,C100503,Savings,BR1016,2026-01-08,78621.66,ACTIVE,False
A500813,C100504,Savings,BR1026,2023-06-06,88836.13,ACTIVE,False
A500814,C100504,Savings,BR1014,2023-04-17,178552.21,ACTIVE,False
A500815,C100505,Savings,BR1018,2023-01-23,182079.17,CLOSED,False
A500816,C100506,Current,BR1004,2024-03-23,370969.63,ACTIVE,False
A500817,C100506,Current,BR1024,2024-07-09,520805.2,ACTIVE,False
A500818,C100507,Savings,BR1005,2023-01-14,69862.16,ACTIVE,False
A500819,C100508,Term Deposit,BR1003,2023-06-02,3447203.07,DORMANT,False
A500820,C100509,Current,BR1025,2024-09-14,409978.76,ACTIVE,False
A500821,C100510,Current,BR1008,2026-03-06,185913.18,ACTIVE,False
A500822,C100511,Savings,BR1021,2023-03-02,41643.54,ACTIVE,False
A500823,C100512,Current,BR1030,2025-01-06,622871.92,ACTIVE,False
A500824,C100513,Savings,BR1029,2023-09-15,152137.43,ACTIVE,False
A500825,C100513,Term Deposit,BR1034,2023-04-04,252037.5,ACTIVE,False
A500826,C100513,Current,BR1009,2023-02-18,326186.53,ACTIVE,False
A500827,C100514,Current,BR1005,2026-08-21,538093.29,ACTIVE,False
A500828,C100514,Savings,BR1029,2026-08-04,312618.98,ACTIVE,False
A500829,C100515,Savings,BR1014,2025-01-16,300821.3,ACTIVE,False
A500830,C100516,Savings,BR1036,2023-03-08,212663.82,ACTIVE,False
A500831,C100516,Savings,BR1026,2022-10-20,138610.0,CLOSED,False
A500832,C100517,Savings,BR1015,2024-11-17,215143.98,ACTIVE,False
A500833,C100517,Savings,BR1006,2025-03-03,69313.87,ACTIVE,False
A500834,C100518,Savings,BR1028,2022-06-01,444518.77,ACTIVE,False
A500835,C100518,Term Deposit,BR1036,2022-08-15,1084959.64,ACTIVE,False
A500836,C100519,Current,BR1006,2023-12-17,2141866.13,ACTIVE,False
A500837,C100520,Current,BR1019,2024-11-12,600618.91,ACTIVE,False
A500838,C100520,Current,BR1028,2024-08-06,340817.42,ACTIVE,False
A500839,C100520,Savings,BR1011,2024-10-31,74248.76,ACTIVE,False
A500840,C100521,Term Deposit,BR1014,2026-05-22,,ACTIVE,True
A500841,C100522,Savings,BR1024,2025-06-09,130038.29,ACTIVE,False
A500842,C100523,Current,BR1016,2025-07-20,89886.03,ACTIVE,False
A500843,C100523,Current,BR1020,2025-05-23,588818.72,ACTIVE,False
A500844,C100524,Savings,BR1022,2025-10-30,116710.0,DORMANT,False
A500845,C100525,Current,BR1024,2022-07-08,76836.17,ACTIVE,False
A500846,C100525,Savings,BR1021,2023-05-17,153738.31,ACTIVE,False
A500847,C100526,Current,BR1017,2024-11-01,470834.3,ACTIVE,False
A500848,C100527,Current,BR1029,2023-04-05,529066.8,ACTIVE,False
A500849,C100527,Savings,BR1030,2022-08-21,294341.82,ACTIVE,False
A500850,C100528,Savings,BR1017,2023-02-24,154731.83,ACTIVE,False
A500851,C100528,Savings,BR1006,2022-07-20,23829.01,DORMANT,False
A500852,C100529,Current,BR1027,2025-12-18,87325.6,ACTIVE,False
A500853,C100529,Current,BR1018,2026-03-02,328039.42,ACTIVE,False
A500854,C100530,Current,BR1027,2025-10-11,836746.77,ACTIVE,False
A500855,C100531,Savings,BR1010,2022-09-30,127921.16,ACTIVE,False
A500856,C100531,Current,BR1034,2022-08-29,386085.1,ACTIVE,False
A500857,C100532,Savings,BR1002,2026-02-22,180250.36,ACTIVE,False
A500858,C100532,Savings,BR1024,2026-01-26,91353.35,ACTIVE,False
A500859,C100533,Savings,BR1018,2025-09-20,134890.88,ACTIVE,False
A500860,C100534,Current,BR1035,2025-09-16,1484203.36,ACTIVE,False
A500861,C100534,Current,BR1003,2025-02-10,414025.46,ACTIVE,False
A500862,C100535,Current,BR1003,2024-03-06,452174.25,ACTIVE,False
A500863,C100536,Term Deposit,BR1004,2026-03-12,259254.14,ACTIVE,False
A500864,C100537,Current,BR1025,2026-01-30,934182.75,ACTIVE,False
A500865,C100538,Current,BR1012,2024-08-26,271466.59,DORMANT,False
A500866,C100539,Current,BR1012,2023-10-19,2497537.75,ACTIVE,False
A500867,C100540,Term Deposit,BR1024,2022-10-09,1760951.5,ACTIVE,False
A500868,C100541,Current,BR1001,2023-12-04,503334.3,ACTIVE,False
A500869,C100541,Current,BR1021,2023-12-22,238560.28,ACTIVE,False
A500870,C100542,Current,BR1006,2025-12-06,601450.78,ACTIVE,False
A500871,C100542,Savings,BR1015,2026-04-27,179638.35,ACTIVE,False
A500872,C100543,Savings,BR1025,2025-02-01,414989.85,ACTIVE,False
A500873,C100544,Savings,BR1020,2025-11-12,290630.82,ACTIVE,False
A500874,C100545,Savings,BR1005,2022-09-09,397692.07,ACTIVE,False
A500875,C100546,Savings,BR1005,2024-10-09,58118.79,ACTIVE,False
A500876,C100547,Savings,BR1027,2023-03-12,124449.61,ACTIVE,False
A500877,C100548,Current,BR1007,2023-03-16,775691.23,DORMANT,False
A500878,C100548,Savings,BR1012,2023-03-21,180360.83,ACTIVE,False
A500879,C100549,Savings,BR1008,2024-12-24,24284.98,ACTIVE,False
A500880,C100549,Current,BR1032,2024-10-04,876455.45,ACTIVE,False
A500881,C100550,Current,BR1020,2023-01-29,464949.06,ACTIVE,False
A500882,C100550,Savings,BR1032,2023-07-05,158753.66,ACTIVE,False
A500883,C100551,Savings,BR1021,2026-05-07,169182.1,ACTIVE,False
A500884,C100551,Savings,BR1013,2026-03-02,450661.05,ACTIVE,False
A500885,C100552,Savings,BR1017,2023-04-13,403513.67,ACTIVE,False
A500886,C100553,Savings,BR1001,2024-07-15,315256.29,CLOSED,False
A500887,C100554,Current,BR1036,2023-01-23,593444.72,ACTIVE,False
A500888,C100555,Current,BR1029,2023-10-20,1125909.12,ACTIVE,False
A500889,C100556,Savings,BR1028,2026-01-25,469311.3,ACTIVE,False
A500890,C100557,Savings,BR1004,2025-06-29,150090.39,ACTIVE,False
A500891,C100558,Savings,BR1033,2024-08-23,217919.17,ACTIVE,False
A500892,C100559,Savings,BR1034,2023-11-17,411749.64,ACTIVE,False
A500893,C100560,Current,BR1016,2023-10-05,97307.93,ACTIVE,False
A500894,C100560,Current,BR1017,2023-09-18,95724.09,ACTIVE,False
A500895,C100561,Savings,BR1036,2025-03-27,203197.79,ACTIVE,False
A500896,C100562,Savings,BR1024,2024-04-22,555251.75,ACTIVE,False
A500897,C100562,Current,BR1023,2024-01-10,1607562.46,ACTIVE,False
A500898,C100563,Term Deposit,BR1034,2025-09-11,1318699.36,ACTIVE,False
A500899,C100564,Term Deposit,BR1001,2023-11-05,2136712.68,ACTIVE,False
A500900,C100565,Savings,BR1034,2023-12-01,417783.1,ACTIVE,False
A500901,C100566,Savings,BR1017,2024-06-09,8728.3,DORMANT,False
A500902,C100567,Current,BR1011,2023-07-29,438597.02,ACTIVE,False
A500903,C100567,Current,BR1011,2023-05-25,354449.54,ACTIVE,False
A500904,C100567,Current,BR1027,2023-09-22,96598.31,ACTIVE,False
A500905,C100568,Current,BR1004,2024-06-15,528270.78,ACTIVE,False
A500906,C100568,Current,BR1017,2024-04-24,1019798.01,ACTIVE,False
A500907,C100568,Savings,BR1004,2023-11-15,364455.45,CLOSED,False
A500908,C100569,Current,BR1027,2023-05-23,533955.21,ACTIVE,False
A500909,C100569,Current,BR1027,2023-05-11,528732.74,ACTIVE,False
A500910,C100569,Savings,BR1022,2023-04-05,228669.68,ACTIVE,False
A500911,C100570,Current,BR1008,2026-04-30,1787620.49,ACTIVE,False
A500912,C100571,Savings,BR1011,2024-08-17,222164.92,DORMANT,False
A500913,C100571,Savings,BR1016,2024-11-27,,CLOSED,True
A500914,C100571,Savings,BR1022,2024-07-21,163279.86,ACTIVE,False
A500915,C100572,Current,BR1030,2022-11-13,83024.46,ACTIVE,False
A500916,C100573,Term Deposit,BR1007,2022-09-01,4310229.56,ACTIVE,False
A500917,C100573,Savings,BR1016,2023-04-24,118964.27,DORMANT,False
A500918,C100574,Savings,BR1028,2026-01-18,62732.53,ACTIVE,False
A500919,C100575,Savings,BR1013,2024-08-16,193517.68,DORMANT,False
A500920,C100576,Current,BR1031,2023-06-09,201563.57,ACTIVE,False
A500921,C100577,Current,BR1035,2024-04-02,358583.68,DORMANT,False
A500922,C100577,Savings,BR1021,2023-07-15,85948.86,ACTIVE,False
A500923,C100577,Current,BR1001,2023-07-01,1020949.15,ACTIVE,False
A500924,C100578,Savings,BR1033,2026-02-13,83638.73,ACTIVE,False
A500925,C100578,Term Deposit,BR1031,2026-11-09,2250006.19,ACTIVE,False
A500926,C100578,Savings,BR1033,2026-03-27,934325.66,ACTIVE,False
A500927,C100579,Savings,BR1035,2023-10-02,251880.76,ACTIVE,False
A500928,C100579,Term Deposit,BR1026,2023-07-06,688526.15,ACTIVE,False
A500929,C100580,Current,BR1023,2024-10-29,914556.93,DORMANT,False
A500930,C100581,Current,BR1026,2023-08-10,68848.92,ACTIVE,False
A500931,C100582,Savings,BR1028,2026-02-27,83069.31,ACTIVE,False
A500932,C100583,Current,BR1026,2025-06-06,310119.63,ACTIVE,False
A500933,C100584,Savings,BR1026,2026-01-27,206268.86,ACTIVE,False
A500934,C100585,Current,BR1029,2023-02-17,462945.67,ACTIVE,False
A500935,C100586,Savings,BR1004,2024-06-01,59122.94,CLOSED,False
A500936,C100586,Savings,BR1030,2024-09-01,358814.16,ACTIVE,False
A500937,C100586,Current,BR1033,2024-04-20,367620.51,ACTIVE,False
A500938,C100587,Savings,BR1027,2024-03-24,224951.05,ACTIVE,False
A500939,C100588,Savings,BR1001,2023-11-03,83578.92,ACTIVE,False
A500940,C100588,Savings,BR1002,2024-02-21,451404.81,ACTIVE,False
A500941,C100589,Term Deposit,BR1023,2023-01-05,2005008.77,ACTIVE,False
A500942,C100590,Current,BR1012,2022-10-17,1328633.86,ACTIVE,False
A500943,C100590,Term Deposit,BR1024,2022-10-28,328404.89,ACTIVE,False
A500944,C100591,Savings,BR1029,2023-07-29,95679.48,ACTIVE,False
A500945,C100591,Savings,BR1027,2024-07-08,187961.92,DORMANT,False
A500946,C100592,Savings,BR1013,2024-03-18,209713.34,ACTIVE,False
A500947,C100593,Savings,BR1002,2024-10-20,544608.53,ACTIVE,False
A500948,C100593,Savings,BR1013,2025-02-11,113742.46,ACTIVE,False
A500949,C100594,Savings,BR1018,2023-12-05,97778.03,ACTIVE,False
A500950,C100595,Current,BR1011,2023-01-27,209919.8,ACTIVE,False
A500951,C100595,Current,BR1017,2023-01-12,195740.39,ACTIVE,False
A500952,C100596,Savings,BR1015,2023-12-06,162869.87,ACTIVE,False
A500953,C100596,Current,BR1030,2023-10-29,81743.61,ACTIVE,False
A500954,C100597,Savings,BR1027,2025-03-30,355532.51,ACTIVE,False
A500955,C100598,Current,BR1008,2023-02-09,602590.36,CLOSED,False
A500956,C100598,Savings,BR1001,2023-08-08,271007.56,ACTIVE,False
A500957,C100599,Savings,BR1028,2023-09-30,153636.4,ACTIVE,False
A500958,C100600,Current,BR1016,2023-05-15,221859.34,ACTIVE,False
A500959,C100600,Term Deposit,BR1007,2023-05-31,2353780.66,ACTIVE,False
A500960,C100601,Savings,BR1006,2025-01-22,130911.21,ACTIVE,False
A500961,C100601,Current,BR1010,2025-01-19,781249.65,ACTIVE,False
A500962,C100602,Term Deposit,BR1009,2025-05-21,335345.76,DORMANT,False
A500963,C100602,Savings,BR1011,2025-04-04,16132.98,ACTIVE,False
A500964,C100603,Term Deposit,BR1024,2026-03-25,619751.6,ACTIVE,False
A500965,C100603,Current,BR1031,2026-02-04,189186.77,ACTIVE,False
A500966,C100603,Savings,BR1035,2025-08-15,597104.81,ACTIVE,False
A500967,C100604,Current,BR1003,2026-02-21,521605.81,ACTIVE,False
A500968,C100605,Savings,BR1019,2022-07-20,62905.99,DORMANT,False
A500969,C100606,Savings,BR1021,2026-04-10,175739.92,ACTIVE,False
A500970,C100607,Savings,BR1033,2025-12-13,383544.01,ACTIVE,False
A500971,C100607,Term Deposit,BR1005,2025-12-26,1711303.25,ACTIVE,False
A500972,C100608,Current,BR1011,2022-12-30,1953267.36,ACTIVE,False
A500973,C100609,Term Deposit,BR1033,2024-09-08,3074400.99,ACTIVE,False
A500974,C100610,Savings,BR1012,2025-11-03,99737.35,DORMANT,False
A500975,C100611,Current,BR1010,2025-02-08,1043324.02,ACTIVE,False
A500976,C100611,Savings,BR1013,2025-06-12,110620.84,ACTIVE,False
A500977,C100612,Current,BR1022,2023-08-03,502945.68,DORMANT,False
A500978,C100612,Savings,BR1029,2023-09-17,50535.23,ACTIVE,False
A500979,C100613,Savings,BR1001,2024-10-12,82636.31,ACTIVE,False
A500980,C100614,Savings,BR1023,2023-05-30,80994.56,ACTIVE,False
A500981,C100614,Savings,BR1011,2023-01-23,28677.39,ACTIVE,False
A500982,C100615,Current,BR1009,2024-07-04,338211.38,ACTIVE,False
A500983,C100616,Current,BR1017,2022-12-23,86492.78,ACTIVE,False
A500984,C100616,Savings,BR1010,2023-02-01,275882.87,ACTIVE,False
A500985,C100617,Savings,BR1013,2025-06-07,466138.21,ACTIVE,False
A500986,C100617,Savings,BR1035,2025-06-28,212380.49,ACTIVE,False
A500987,C100618,Savings,BR1021,2023-05-08,130472.71,ACTIVE,False
A500988,C100618,Savings,BR1012,2022-11-11,132684.25,DORMANT,False
A500989,C100619,Current,BR1031,2022-03-01,221879.75,ACTIVE,False
A500990,C100620,Savings,BR1003,2023-11-26,298487.35,ACTIVE,False
A500991,C100621,Savings,BR1005,2023-10-27,1340568.73,DORMANT,False
A500992,C100621,Savings,BR1015,2023-12-15,413845.98,ACTIVE,False
A500993,C100622,Savings,BR1019,2025-11-26,123127.33,ACTIVE,False
A500994,C100623,Term Deposit,BR1010,2025-05-19,2939907.92,ACTIVE,False
A500995,C100624,Savings,BR1035,2025-07-25,218025.26,ACTIVE,False
A500996,C100624,Savings,BR1007,2024-12-14,113922.81,ACTIVE,False
A500997,C100625,Savings,BR1032,2025-10-09,209378.71,ACTIVE,False
A500998,C100625,Savings,BR1016,2025-04-05,37127.4,ACTIVE,False
A500999,C100626,Savings,BR1005,2024-03-04,464349.18,ACTIVE,False
A501000,C100626,Savings,BR1035,2024-07-29,282386.6,ACTIVE,False
A501001,C100627,Savings,BR1015,2023-02-14,475082.33,ACTIVE,False
A501002,C100628,Savings,BR1022,2024-03-03,1362302.7,ACTIVE,False
A501003,C100628,Savings,BR1009,2023-05-20,149370.7,ACTIVE,False
A501004,C100629,Savings,BR1029,2025-10-22,360343.64,ACTIVE,False
A501005,C100630,Savings,BR1012,2024-05-20,349341.55,CLOSED,False
A501006,C100631,Savings,BR1024,2023-06-09,373249.94,ACTIVE,False
A501007,C100632,Current,BR1007,2024-09-25,307600.63,ACTIVE,False
A501008,C100633,Current,BR1005,2023-03-20,772844.84,ACTIVE,False
A501009,C100633,Savings,BR1013,2023-05-13,56180.68,DORMANT,False
A501010,C100634,Current,BR1036,2025-12-24,187513.89,DORMANT,False
A501011,C100634,Savings,BR1026,2025-11-14,50748.71,ACTIVE,False
A501012,C100634,Savings,BR1035,2025-10-20,266761.54,ACTIVE,False
A501013,C100635,Current,BR1005,2023-04-16,220903.04,ACTIVE,False
A501014,C100635,Savings,BR1031,2023-03-22,83359.29,ACTIVE,False
A501015,C100636,Savings,BR1011,2023-05-22,274971.31,ACTIVE,False
A501016,C100637,Savings,BR1030,2023-02-24,89756.21,ACTIVE,False
A501017,C100637,Savings,BR1031,2023-08-06,121488.04,ACTIVE,False
A501018,C100638,Savings,BR1007,2022-10-01,195250.31,CLOSED,False
A501019,C100639,Savings,BR1006,2024-06-24,204357.92,ACTIVE,False
A501020,C100639,Savings,BR1014,2024-01-29,327627.31,ACTIVE,False
A501021,C100640,Current,BR1023,2023-05-17,120633.03,ACTIVE,False
A501022,C100641,Savings,BR1012,2024-09-30,515943.96,ACTIVE,False
A501023,C100641,Current,BR1035,2024-06-05,509982.19,ACTIVE,False
A501024,C100642,Current,BR1032,2025-03-12,646921.24,ACTIVE,False
A501025,C100643,Current,BR1004,2023-06-29,95872.85,ACTIVE,False
A501026,C100644,Current,BR1031,2024-06-24,667454.01,ACTIVE,False
A501027,C100644,Savings,BR1029,2024-05-16,574532.1,ACTIVE,False
A501028,C100645,Savings,BR1032,2023-06-27,922065.14,DORMANT,False
A501029,C100646,Savings,BR1024,2025-07-11,67605.89,ACTIVE,False
A501030,C100646,Savings,BR1032,2025-01-06,115110.32,ACTIVE,False
A501031,C100647,Savings,BR1029,2024-02-07,212091.29,ACTIVE,False
A501032,C100648,Term Deposit,BR1007,2024-01-18,2560883.06,ACTIVE,False
A501033,C100649,Savings,BR1017,2023-06-06,145715.19,DORMANT,False
A501034,C100650,Savings,BR1034,2024-03-11,181250.1,ACTIVE,False
A501035,C100651,Current,BR1033,2024-02-06,470383.24,ACTIVE,False
A501036,C100651,Savings,BR1022,2023-06-20,72436.06,ACTIVE,False
A501037,C100652,Savings,BR1010,2023-12-27,12415.35,ACTIVE,False
A501038,C100653,Savings,BR1018,2026-01-28,315524.43,ACTIVE,False
A501039,C100653,Current,BR1023,2026-02-23,232547.02,ACTIVE,False
A501040,C100654,Savings,BR1011,2025-03-13,122204.08,ACTIVE,False
A501041,C100655,Savings,BR1027,2023-07-29,64228.08,ACTIVE,False
A501042,C100655,Current,BR1023,2023-07-25,407999.34,ACTIVE,False
A501043,C100656,Current,BR1010,2023-05-28,445289.94,ACTIVE,False
A501044,C100657,Savings,BR1005,2025-06-17,142544.43,DORMANT,False
A501045,C100658,Current,BR1020,2023-01-02,360548.1,ACTIVE,False
A501046,C100659,Savings,BR1017,2023-09-29,123202.67,ACTIVE,False
A501047,C100660,Term Deposit,BR1019,2024-03-09,2053649.54,ACTIVE,False
A501048,C100661,Savings,BR1018,2023-02-25,259045.66,ACTIVE,False
A501049,C100661,Term Deposit,BR1027,2023-03-26,918057.22,ACTIVE,False
A501050,C100662,Savings,BR1019,2023-05-24,1055420.41,CLOSED,False
A501051,C100663,Savings,BR1019,2024-09-29,100271.82,ACTIVE,False
A501052,C100663,Savings,BR1026,2024-08-01,111491.14,DORMANT,False
A501053,C100664,Savings,BR1032,2024-05-10,36819.29,ACTIVE,False
A501054,C100665,Current,BR1028,2025-08-02,130633.89,ACTIVE,False
A501055,C100666,Savings,BR1007,2024-06-09,137856.68,CLOSED,False
A501056,C100667,Savings,BR1027,2023-11-14,802574.3,ACTIVE,False
A501057,C100668,Savings,BR1026,2024-12-11,91287.63,ACTIVE,False
A501058,C100668,Savings,BR1020,2024-01-27,525784.55,ACTIVE,False
A501059,C100669,Term Deposit,BR1002,2025-11-02,370858.39,ACTIVE,False
A501060,C100670,Term Deposit,BR1002,2023-12-13,3032723.9,ACTIVE,False
A501061,C100671,Savings,BR1018,2025-09-15,75528.24,ACTIVE,False
A501062,C100671,Savings,BR1007,2026-05-07,81441.56,ACTIVE,False
A501063,C100672,Savings,BR1012,2022-06-17,525662.24,ACTIVE,False
A501064,C100672,Savings,BR1031,2022-06-22,119157.71,ACTIVE,False
A501065,C100673,Current,BR1004,2025-11-04,331208.92,ACTIVE,False
A501066,C100673,Savings,BR1018,2025-01-14,100724.43,DORMANT,False
A501067,C100674,Current,BR1031,2022-11-08,908419.16,ACTIVE,False
A501068,C100675,Savings,BR1010,2025-09-08,671220.3,ACTIVE,False
A501069,C100675,Savings,BR1005,2025-10-06,48820.54,ACTIVE,False
A501070,C100676,Savings,BR1001,2024-06-16,398287.38,ACTIVE,False
A501071,C100677,Current,BR1027,2023-05-22,379556.0,ACTIVE,False
A501072,C100678,Savings,BR1022,2024-08-22,87126.19,ACTIVE,False
A501073,C100678,Savings,BR1019,2025-06-24,78030.79,ACTIVE,False
A501074,C100679,Savings,BR1017,2024-01-02,96741.0,ACTIVE,False
A501075,C100680,Savings,BR1011,2022-10-31,261256.08,ACTIVE,False
A501076,C100680,Savings,BR1036,2022-03-14,423065.95,DORMANT,False
A501077,C100681,Savings,BR1030,2025-08-18,161112.27,ACTIVE,False
A501078,C100682,Savings,BR1016,2022-01-25,164566.94,ACTIVE,False
A501079,C100682,Current,BR1025,2022-07-05,247128.93,ACTIVE,False
A501080,C100683,Savings,BR1032,2025-09-30,82202.08,ACTIVE,False
A501081,C100684,Savings,BR1013,2023-02-07,116904.06,CLOSED,False
